,image_name,xmin,ymin,xmax,ymax,width,height
21,V006_77_0_00_11_01_13_0_c01_20201013_0010_S01_1.jpg,1658,2653,1087,1817,4032,2268
22,V006_77_0_00_11_01_13_0_c01_20201013_0011_S01.jpg,1130,2757,573,1960,4032,2268
23,V006_77_0_00_11_01_13_0_c01_20201013_0011_S01_1.jpg,1609,2766,897,1833,4032,2268
24,V006_77_0_00_11_01_13_0_c01_20201013_0012_S01.jpg,1686,2455,844,1403,4032,2268
25,V006_77_0_00_11_01_13_0_c01_20201013_0012_S01_1.jpg,1686,2455,844,1403,4032,2268
26,V006_77_0_00_11_01_13_0_c01_20201013_0013_S01.jpg,1713,2572,791,1316,4032,2268
27,V006_77_0_00_11_01_13_0_c01_20201013_0013_S01_1.jpg,1713,2572,791,1316,4032,2268
28,V006_77_0_00_11_01_13_0_c01_20201013_0014_S01.jpg,1975,2582,1080,1490,4032,2268
29,V006_77_0_00_11_01_13_0_c01_20201013_0014_S01_1.jpg,1975,2582,1077,1490,4032,2268
30,V006_77_0_00_11_01_13_0_c01_20201013_0015_S01.jpg,1505,2759,757,1627,4032,2268
31,V006_77_0_00_11_01_13_0_c01_20201013_0015_S01_1.jpg,1505,2759,757,1627,4032,2268
32,V006_77_0_00_11_01_13_0_c01_20201013_0016_S01.jpg,1829,2613,823,1584,4032,2268
33,V006_77_0_00_11_01_13_0_c01_20201013_0016_S01_1.jpg,1829,2613,823,1584,4032,2268
34,V006_77_0_00_11_01_13_0_c01_20201013_0017_S01.jpg,1649,2637,557,1528,4032,2268
35,V006_77_0_00_11_01_13_0_c01_20201013_0017_S01_1.jpg,1649,2637,557,1528,4032,2268
36,V006_77_0_00_11_01_13_0_c01_20201013_0018_S01.jpg,1612,2482,657,1307,4032,2268
37,V006_77_0_00_11_01_13_0_c01_20201013_0018_S01_1.jpg,1612,2482,657,1307,4032,2268
38,V006_77_0_00_11_01_13_0_c01_20201013_0019_S01.jpg,1202,2369,594,1424,4032,2268
39,V006_77_0_00_11_01_13_0_c01_20201013_0019_S01_1.jpg,1202,2369,594,1424,4032,2268
40,V006_77_0_00_11_01_13_0_c01_20201013_0020_S01.jpg,1465,2679,754,1640,4032,2268
41,V006_77_0_00_11_01_13_0_c01_20201013_0020_S01_1.jpg,1465,2679,754,1640,4032,2268
42,V006_77_0_00_11_01_13_0_c01_20201013_0021_S01.jpg,1795,2909,825,1656,4032,2268
43,V006_77_0_00_11_01_13_0_c01_20201013_0021_S01_1.jpg,1795,2909,825,1656,4032,2268
44,V006_77_0_00_11_01_13_0_c01_20201013_0022_S01.jpg,1385,2446,583,1537,4032,2268
45,V006_77_0_00_11_01_13_0_c01_20201013_0022_S01_1.jpg,1385,2446,583,1537,4032,2268
46,V006_77_0_00_11_01_13_0_c01_20201013_0023_S01.jpg,1922,3043,660,1514,4032,2268
47,V006_77_0_00_11_01_13_0_c01_20201013_0023_S01_1.jpg,1922,3043,660,1514,4032,2268
48,V006_77_0_00_11_01_13_0_c01_20201013_0024_S01.jpg,1310,3154,184,1712,4032,2268
49,V006_77_0_00_11_01_13_0_c01_20201013_0024_S01_1.jpg,1992,3163,590,1438,4032,2268
50,V006_77_0_00_11_01_13_0_c01_20201209_0001_S01_1.jpg,195,1732,509,2092,2268,4032
51,V006_77_0_00_11_01_13_0_c01_20201209_0002_S01_1.jpg,280,2017,1087,2804,2268,4032
52,V006_77_0_00_11_01_13_0_c01_20201209_0003_S01_1.jpg,155,1999,794,2455,2268,4032
53,V006_77_0_00_11_01_13_0_c01_20201209_0004_S01_1.jpg,71,1917,1208,3048,2268,4032
54,V006_77_0_00_11_01_13_0_c01_20201209_0005_S01_1.jpg,135,1712,1158,2681,2268,4032
55,V006_77_0_00_11_01_13_0_c01_20201209_0006_S01_1.jpg,342,1850,1478,2634,2268,4032
56,V006_77_0_00_11_01_13_0_c01_20201209_0007_S01_1.jpg,650,1914,1546,2527,2268,4032
57,V006_77_0_00_11_01_13_0_c01_20201209_0008_S01_1.jpg,693,1598,1700,2455,2268,4032
58,V006_77_0_00_11_01_13_0_c01_20201209_0009_S01_1.jpg,340,1863,884,2283,2268,4032
59,V006_77_0_00_11_01_13_0_c01_20201209_0010_S01_1.jpg,299,1749,1272,2601,2268,4032
60,V006_77_0_00_11_01_13_0_c01_20201209_0011_S01_1.jpg,295,2008,564,2078,2268,4032
61,V006_77_0_00_11_01_13_0_c01_20201209_0012_S01_1.jpg,220,1853,1207,2825,2268,4032
62,V006_77_0_00_11_01_13_0_c01_20201209_0013_S01_1.jpg,230,1632,1373,2676,2268,4032
63,V006_77_0_00_11_01_13_0_c01_20201209_0014_S01_1.jpg,378,1922,1157,2687,2268,4032
64,V006_77_0_00_11_01_13_0_c01_20201209_0015_S01_1.jpg,202,1877,993,2669,2268,4032
65,V006_77_0_00_11_01_13_0_c01_20201209_0016_S01_1.jpg,346,1787,977,2394,2268,4032
66,V006_77_0_00_11_01_13_0_c01_20201209_0017_S01_1.jpg,549,2036,1315,2496,2268,4032
67,V006_77_0_00_11_01_13_0_c01_20201209_0018_S01_1.jpg,575,1926,1617,2725,2268,4032
68,V006_77_0_00_11_01_13_0_c01_20201209_0019_S01_1.jpg,464,1847,1000,2284,2268,4032
69,V006_77_0_00_11_01_13_0_c01_20201209_0020_S01_1.jpg,124,1521,1322,2589,2268,4032
70,V006_77_0_00_11_01_13_0_c01_20201209_0021_S01_1.jpg,372,1700,1460,2608,2268,4032
71,V006_77_0_00_11_01_13_0_c01_20201209_0022_S01_1.jpg,236,1702,1386,2701,2268,4032
72,V006_77_0_00_11_01_13_0_c01_20201209_0023_S01_1.jpg,462,1661,1264,2498,2268,4032
73,V006_77_0_00_11_01_13_0_c01_20201209_0024_S01_1.jpg,115,1925,1041,2524,2268,4032
74,V006_77_0_00_11_01_13_0_c01_20201209_0025_S01_1.jpg,296,1982,880,2559,2268,4032
75,V006_77_0_00_11_01_13_0_c01_20201209_0026_S01_1.jpg,174,1826,1465,3122,2268,4032
76,V006_77_0_00_11_01_13_0_c01_20201209_0027_S01_1.jpg,170,1665,1255,2899,2268,4032
77,V006_77_0_00_11_01_13_0_c01_20201209_0028_S01_1.jpg,198,1859,1244,2778,2268,4032
78,V006_77_0_00_11_01_13_0_c01_20201209_0029_S01_1.jpg,233,1814,1360,2756,2268,4032
79,V006_77_0_00_11_01_13_0_c01_20201209_0030_S01_1.jpg,355,1657,1311,2467,2268,4032
80,V006_77_0_00_11_01_13_0_c01_20201209_0031_S01_1.jpg,293,1770,1340,2642,2268,4032
81,V006_77_0_00_11_01_13_0_c01_20201209_0032_S01_1.jpg,454,1946,1054,2546,2268,4032
82,V006_77_0_00_11_01_13_0_c01_20201209_0033_S01_1.jpg,187,1575,1599,2897,2268,4032
83,V006_77_0_00_11_01_13_0_c02_20201013_0000_S01.JPG,1423,2862,1020,2498,4032,3024
84,V006_77_0_00_11_01_13_0_c02_20201013_0000_S01_1.JPG,1418,2863,1024,2494,4032,3024
85,V006_77_0_00_11_01_13_0_c02_20201013_0001_S01.JPG,1349,3064,272,2052,4032,3024
86,V006_77_0_00_11_01_13_0_c02_20201013_0001_S01_1.JPG,1686,3059,684,2050,4032,3024
87,V006_77_0_00_11_01_13_0_c02_20201013_0002_S01.JPG,1848,2989,750,1880,4032,3024
88,V006_77_0_00_11_01_13_0_c02_20201013_0002_S01_1.JPG,1846,2983,752,1874,4032,3024
89,V006_77_0_00_11_01_13_0_c02_20201013_0003_S01.JPG,1700,3184,396,1840,4032,3024
90,V006_77_0_00_11_01_13_0_c02_20201013_0003_S01_1.JPG,4,1232,876,2340,4032,3024
91,V006_77_0_00_11_01_13_0_c02_20201013_0004_S01.JPG,1288,2992,680,2368,4032,3024
92,V006_77_0_00_11_01_13_0_c02_20201013_0004_S01_1.JPG,2088,4032,8,956,4032,3024
93,V006_77_0_00_11_01_13_0_c02_20201013_0005_S01.JPG,1408,2928,728,2160,4032,3024
94,V006_77_0_00_11_01_13_0_c02_20201013_0005_S01_1.JPG,1408,2928,728,2160,4032,3024
95,V006_77_0_00_11_01_13_0_c02_20201013_0006_S01.JPG,1230,3038,522,2262,4032,3024
96,V006_77_0_00_11_01_13_0_c02_20201013_0006_S01_1.JPG,1230,3038,522,2262,4032,3024
97,V006_77_0_00_11_01_13_0_c02_20201013_0007_S01.JPG,1698,3170,274,1758,4032,3024
98,V006_77_0_00_11_01_13_0_c02_20201013_0007_S01_1.JPG,1714,3115,1637,2880,4032,3024
99,V006_77_0_00_11_01_13_0_c02_20201013_0008_S01.JPG,950,2954,290,2282,4032,3024
100,V006_77_0_00_11_01_13_0_c02_20201013_0008_S01_1.JPG,950,2954,290,2282,4032,3024
101,V006_77_0_00_11_01_13_0_c02_20201013_0009_S01.JPG,1810,3046,1086,2330,4032,3024
102,V006_77_0_00_11_01_13_0_c02_20201013_0009_S01_1.JPG,1810,3046,1086,2330,4032,3024
103,V006_77_0_00_11_01_13_0_c02_20201013_0010_S01.JPG,1686,2586,1114,1974,4032,3024
104,V006_77_0_00_11_01_13_0_c02_20201013_0010_S01_1.JPG,1686,2586,1114,1974,4032,3024
105,V006_77_0_00_11_01_13_0_c02_20201013_0011_S01.JPG,1484,3060,352,1920,4032,3024
106,V006_77_0_00_11_01_13_0_c02_20201013_0011_S01_1.JPG,1486,3066,347,1927,4032,3024
107,V006_77_0_00_11_01_13_0_c02_20201013_0012_S01.JPG,1186,2881,667,2422,4032,3024
108,V006_77_0_00_11_01_13_0_c02_20201013_0012_S01_1.JPG,1181,2876,647,2432,4032,3024
109,V006_77_0_00_11_01_13_0_c02_20201013_0013_S01.JPG,1456,3181,497,2282,4032,3024
110,V006_77_0_00_11_01_13_0_c02_20201013_0013_S01_1.JPG,1466,3196,487,2267,4032,3024
111,V006_77_0_00_11_01_13_0_c02_20201013_0014_S01.JPG,1171,3461,477,1982,4032,3024
112,V006_77_0_00_11_01_13_0_c02_20201013_0014_S01_1.JPG,1171,3466,462,1982,4032,3024
113,V006_77_0_00_11_01_13_0_c02_20201013_0015_S01.JPG,1241,3401,892,2402,4032,3024
114,V006_77_0_00_11_01_13_0_c02_20201013_0015_S01_1.JPG,1236,3396,887,2392,4032,3024
115,V006_77_0_00_11_01_13_0_c02_20201013_0016_S01.JPG,1071,3371,682,1957,4032,3024
116,V006_77_0_00_11_01_13_0_c02_20201013_0016_S01_1.JPG,1061,3366,682,1947,4032,3024
117,V006_77_0_00_11_01_13_0_c02_20201013_0017_S01.JPG,1256,3261,1067,2252,4032,3024
118,V006_77_0_00_11_01_13_0_c02_20201013_0017_S01_1.JPG,1241,3251,1057,2262,4032,3024
119,V006_77_0_00_11_01_13_0_c02_20201013_0018_S01.JPG,796,3301,777,2177,4032,3024
120,V006_77_0_00_11_01_13_0_c02_20201013_0018_S01_1.JPG,761,3301,780,2190,4032,3024
121,V006_77_0_00_11_01_13_0_c02_20201013_0019_S01.JPG,1208,3369,1009,2185,4032,3024
122,V006_77_0_00_11_01_13_0_c02_20201013_0019_S01_1.JPG,1187,3377,1004,2234,4032,3024
123,V006_77_0_00_11_01_13_0_c02_20201013_0020_S01.JPG,1073,3280,451,1890,4032,3024
124,V006_77_0_00_11_01_13_0_c02_20201013_0020_S01_1.JPG,1003,3288,443,1894,4032,3024
125,V006_77_0_00_11_01_13_0_c02_20201013_0021_S01_1.JPG,1101,3366,619,1909,4032,3024
126,V006_77_0_00_11_01_13_0_c02_20201013_0022_S01.JPG,660,3026,971,2206,4032,3024
127,V006_77_0_00_11_01_13_0_c02_20201013_0022_S01_1.JPG,666,3021,969,2209,4032,3024
128,V006_77_0_00_11_01_13_0_c02_20201013_0023_S01.JPG,1225,3367,922,2219,4032,3024
129,V006_77_0_00_11_01_13_0_c02_20201013_0023_S01_1.JPG,1201,3371,919,2229,4032,3024
130,V006_77_0_00_11_01_13_0_c02_20201013_0024_S01.JPG,1090,3092,827,2489,4032,3024
131,V006_77_0_00_11_01_13_0_c02_20201013_0024_S01_1.JPG,1086,3091,819,2494,4032,3024
132,V006_77_0_00_11_01_13_0_c02_20201013_0025_S01.JPG,799,3237,552,2149,4032,3024
133,V006_77_0_00_11_01_13_0_c02_20201013_0025_S01_1.JPG,786,3241,559,2154,4032,3024
134,V006_77_0_00_11_01_13_0_c02_20201013_0026_S01.JPG,1185,3182,602,2084,4032,3024
135,V006_77_0_00_11_01_13_0_c02_20201013_0026_S01_1.JPG,1181,3186,589,2094,4032,3024
136,V006_77_0_00_11_01_13_0_c02_20201013_0027_S01.JPG,1096,3011,1069,2214,4032,3024
137,V006_77_0_00_11_01_13_0_c02_20201013_0027_S01_1.JPG,1116,3016,1079,2219,4032,3024
138,V006_77_0_00_11_01_13_0_c02_20201013_0028_S01.JPG,1051,2781,1049,2194,4032,3024
139,V006_77_0_00_11_01_13_0_c02_20201013_0028_S01_1.JPG,1046,2776,1059,2199,4032,3024
140,V006_77_0_00_11_01_13_0_c02_20201013_0029_S01.JPG,1626,2986,964,2389,4032,3024
141,V006_77_0_00_11_01_13_0_c02_20201013_0029_S01_1.JPG,1631,2981,974,2394,4032,3024
142,V006_77_0_00_11_01_13_0_c02_20201013_0030_S01.JPG,1841,2961,952,2192,4032,3024
143,V006_77_0_00_11_01_13_0_c02_20201013_0030_S01_1.JPG,1841,2971,947,2187,4032,3024
144,V006_77_0_00_11_01_13_0_c02_20201013_0031_S01.JPG,1471,2691,677,1952,4032,3024
145,V006_77_0_00_11_01_13_0_c02_20201013_0031_S01_1.JPG,1476,2686,687,1962,4032,3024
146,V006_77_0_00_11_01_13_0_c02_20201013_0032_S01.JPG,1671,2701,672,1612,4032,3024
147,V006_77_0_00_11_01_13_0_c02_20201013_0032_S01_1.JPG,1666,2696,677,1617,4032,3024
148,V006_77_0_00_11_01_13_0_c02_20201013_0033_S01.JPG,1341,2781,1122,2647,4032,3024
149,V006_77_0_00_11_01_13_0_c02_20201013_0033_S01_1.JPG,1346,2781,1127,2632,4032,3024
150,V006_77_0_00_11_01_13_0_c02_20201013_0034_S01.JPG,1391,2771,757,2032,4032,3024
151,V006_77_0_00_11_01_13_0_c02_20201013_0034_S01_1.JPG,1386,2756,752,2042,4032,3024
152,V006_77_0_00_11_01_13_0_c04_20201222_0000_S01_1.JPG,1294,2491,1179,2128,3024,3024
153,V006_77_0_00_11_01_13_0_c04_20201222_0001_S01_1.JPG,347,1504,874,1958,3024,3024
154,V006_77_0_00_11_01_13_0_c04_20201222_0002_S01_1.JPG,1150,2269,786,1730,3024,3024
155,V006_77_0_00_11_01_13_0_c04_20201222_0003_S01_1.JPG,403,1455,1012,2036,3024,3024
156,V006_77_0_00_11_01_13_0_c04_20201222_0004_S01_1.JPG,739,2094,1117,2445,3024,3024
157,V006_77_0_00_11_01_13_0_c04_20201222_0005_S01_1.JPG,863,2130,938,2037,3024,3024
158,V006_77_0_00_11_01_13_0_c04_20201222_0006_S01_1.JPG,545,1449,849,1775,3024,3024
159,V006_77_0_00_11_01_13_0_c04_20201222_0007_S01_1.JPG,1077,1921,887,1670,3024,3024
160,V006_77_0_00_11_01_13_0_c04_20201222_0008_S01_1.JPG,833,1992,890,1989,3024,3024
161,V006_77_0_00_11_01_13_0_c04_20201222_0009_S01_1.JPG,639,1777,1497,2403,3024,3024
162,V006_77_0_00_11_01_13_0_c04_20201222_0010_S01_1.JPG,837,1986,1249,2179,3024,3024
163,V006_77_0_00_11_01_13_0_c04_20201222_0011_S01_1.JPG,904,2459,848,2276,3024,3024
164,V006_77_0_00_11_01_13_0_c04_20201222_0012_S01_1.JPG,850,2273,964,2296,3024,3024
165,V006_77_0_00_11_01_13_0_c04_20201222_0013_S01_1.JPG,1080,2197,1189,2193,3024,3024
166,V006_77_0_00_11_01_13_0_c04_20201222_0014_S01_1.JPG,751,1718,823,1695,3024,3024
167,V006_77_0_00_11_01_13_0_c04_20201222_0015_S01_1.JPG,1035,2059,1366,2345,3024,3024
168,V006_77_0_00_11_01_13_0_c04_20201222_0016_S01_1.JPG,1515,2328,457,1315,3024,3024
169,V006_77_0_00_11_01_13_0_c04_20201222_0017_S01_1.JPG,730,1978,989,2198,3024,3024
170,V006_77_0_00_11_01_13_0_c04_20201222_0018_S01_1.JPG,689,1608,1573,2520,3024,3024
171,V006_77_0_00_11_01_13_0_c04_20201222_0019_S01_1.JPG,1145,2160,1212,2195,3024,3024
172,V006_77_0_00_11_01_13_0_c04_20201222_0020_S01_1.JPG,714,1834,1054,2100,3024,3024
173,V006_77_0_00_11_01_13_0_c04_20201222_0021_S01_1.JPG,1476,2393,1027,1833,3024,3024
174,V006_77_0_00_11_01_13_0_c04_20201222_0022_S01_1.JPG,1223,2145,788,1650,3024,3024
175,V006_77_0_00_11_01_13_0_c04_20201222_0023_S01_1.JPG,1332,2321,1160,2126,3024,3024
176,V006_77_0_00_11_01_13_0_c04_20201222_0024_S01_1.JPG,1901,2885,1160,1958,3024,3024
177,V006_77_0_00_11_01_13_0_c04_20201222_0025_S01_1.JPG,941,2026,941,2074,3024,3024
178,V006_77_0_00_11_01_13_0_c04_20201222_0026_S01_1.JPG,1148,2404,950,2057,3024,3024
179,V006_77_0_00_11_01_13_0_c04_20201222_0027_S01_1.JPG,1884,2622,1122,1857,3024,3024
180,V006_77_0_00_11_01_13_0_c04_20201222_0028_S01_1.JPG,1546,2461,717,1585,3024,3024
181,V006_77_0_00_11_01_13_0_c04_20201222_0029_S01_1.JPG,1380,2428,1172,2165,3024,3024
182,V006_77_0_00_11_01_13_0_c04_20201222_0030_S01_1.JPG,1073,2341,1040,2122,3024,3024
183,V006_77_0_00_11_01_13_0_c04_20201222_0031_S01_1.JPG,639,1824,1122,2239,3024,3024
184,V006_77_0_00_11_01_13_0_c04_20201222_0032_S01_1.JPG,904,2364,904,2016,3024,3024
185,V006_77_0_00_11_01_13_0_c04_20201222_0033_S01_1.JPG,1043,1907,1084,1958,3024,3024
186,V006_77_0_00_11_01_13_0_c04_20201222_0034_S01_1.JPG,1522,2431,909,1826,3024,3024
187,V006_77_0_00_11_01_13_0_c04_20201222_0035_S01_1.JPG,926,1807,1532,2434,3024,3024
188,V006_77_0_00_11_01_13_0_c04_20201222_0036_S01_1.JPG,570,1587,1578,2617,3024,3024
189,V006_77_0_00_11_01_13_0_c04_20201222_0037_S01_1.JPG,879,1992,857,1958,3024,3024
190,V006_77_0_00_11_01_13_0_c04_20201222_0038_S01_1.JPG,873,1958,869,1993,3024,3024
191,V006_77_0_00_11_01_13_0_c04_20201222_0039_S01_1.JPG,665,1929,1104,2225,3024,3024
192,V006_77_0_00_11_01_13_0_c04_20201222_0040_S01_1.JPG,701,2093,746,2015,3024,3024
193,V006_77_0_00_11_01_13_0_c04_20201222_0041_S01_1.JPG,769,1875,576,1860,3024,3024
194,V006_77_0_00_11_01_13_0_c04_20201222_0042_S01_1.JPG,966,2363,824,2125,3024,3024
195,V006_77_0_00_11_01_13_0_c04_20201222_0043_S01_1.JPG,837,2059,710,1940,3024,3024
196,V006_77_0_00_11_01_13_0_c04_20201222_0044_S01_1.JPG,744,2162,911,2075,3024,3024
197,V006_77_0_00_11_01_13_0_c04_20201222_0045_S01_1.JPG,1163,2254,857,1783,3024,3024
198,V006_77_0_00_11_01_13_0_c04_20201222_0046_S01_1.JPG,653,1725,1090,2121,3024,3024
199,V006_77_0_00_11_01_13_0_c04_20201222_0047_S01_1.JPG,462,1605,1122,2290,3024,3024
200,V006_77_0_00_11_01_13_0_c04_20201222_0048_S01_1.JPG,922,1837,869,1728,3024,3024
201,V006_77_0_00_11_01_13_0_c04_20201222_0049_S01_1.JPG,1200,2148,1089,2013,3024,3024
202,V006_77_0_00_11_01_13_0_c04_20201222_0050_S01_1.JPG,1108,2030,616,1609,3024,3024
203,V006_77_0_00_11_01_13_0_c04_20201222_0051_S01_1.JPG,304,1370,133,1289,3024,3024
204,V006_77_0_00_11_01_13_0_c04_20201222_0052_S01_1.JPG,1392,2428,745,1585,3024,3024
205,V006_77_0_00_11_01_13_0_c04_20201222_0053_S01_1.JPG,1376,2467,275,1412,3024,3024
206,V006_77_0_00_11_01_13_0_c04_20201222_0054_S01_1.JPG,1484,2548,499,1436,3024,3024
207,V006_77_0_00_11_01_13_0_c04_20201222_0055_S01_1.JPG,666,2177,851,2286,3024,3024
208,V006_77_0_00_11_01_13_0_c04_20201222_0056_S01_1.JPG,1399,2484,921,1965,3024,3024
209,V006_77_0_00_11_01_13_0_c04_20201222_0057_S01_1.JPG,1039,1970,938,1866,3024,3024
210,V006_77_0_00_11_01_13_0_c04_20201222_0058_S01_1.JPG,239,1326,788,1852,3024,3024
211,V006_77_0_00_11_01_13_0_c04_20201222_0059_S01_1.JPG,958,1931,1085,2035,3024,3024
212,V006_77_0_00_11_01_13_0_c04_20201222_0060_S01_1.JPG,844,1905,860,1934,3024,3024
213,V006_77_0_00_11_01_13_0_c04_20201222_0061_S01_1.JPG,1777,2904,581,1638,3024,3024
214,V006_77_0_00_11_01_13_0_c04_20201222_0062_S01_1.JPG,381,1486,411,1498,3024,3024
215,V006_77_0_00_11_01_13_0_c04_20201222_0063_S01_1.JPG,1197,2614,856,2159,3024,3024
216,V006_77_0_00_11_01_13_0_c04_20201222_0064_S01_1.JPG,1020,2276,1272,2581,3024,3024
217,V006_77_0_00_11_01_13_0_c04_20201222_0065_S01_1.JPG,787,2064,929,2129,3024,3024
218,V006_77_0_00_11_01_13_0_c04_20201222_0066_S01_1.JPG,762,1783,751,1759,3024,3024
219,V006_77_0_00_11_01_13_0_c04_20201222_0067_S01_1.JPG,344,1496,934,2133,3024,3024
220,V006_77_0_00_11_01_13_0_c04_20201222_0068_S01_1.JPG,747,2375,767,2329,3024,3024
221,V006_77_0_00_11_01_13_0_c04_20201223_0000_S01_1.JPG,1077,2067,1458,2300,3024,3024
222,V006_77_0_00_11_01_13_0_c04_20201223_0001_S01_1.JPG,502,1490,1045,2229,3024,3024
223,V006_77_0_00_11_01_13_0_c04_20201223_0002_S01_1.JPG,1399,2331,1503,2457,3024,3024
224,V006_77_0_00_11_01_13_0_c04_20201223_0003_S01_1.JPG,988,2341,1173,2561,3024,3024
225,V006_77_0_00_11_01_13_0_c04_20201223_0004_S01_1.JPG,997,1756,1242,1949,3024,3024
226,V006_77_0_00_11_01_13_0_c04_20201223_0005_S01_1.JPG,1185,2225,799,1777,3024,3024
227,V006_77_0_00_11_01_13_0_c04_20201223_0006_S01_1.JPG,261,1778,608,1923,3024,3024
228,V006_77_0_00_11_01_13_0_c04_20201223_0007_S01_1.JPG,800,2034,926,1948,3024,3024
229,V006_77_0_00_11_01_13_0_c04_20201223_0008_S01_1.JPG,805,2249,806,2235,3024,3024
230,V006_77_0_00_11_01_13_0_c04_20201223_0009_S01_1.JPG,1015,2263,601,1824,3024,3024
231,V006_77_0_00_11_01_13_0_c04_20201223_0010_S01_1.JPG,867,2135,936,2336,3024,3024
232,V006_77_0_00_11_01_13_0_c04_20201223_0011_S01_1.JPG,858,1966,819,1869,3024,3024
233,V006_77_0_00_11_01_13_0_c04_20201223_0012_S01_1.JPG,454,2148,797,2273,3024,3024
234,V006_77_0_00_11_01_13_0_c04_20201223_0013_S01_1.JPG,840,2208,837,2226,3024,3024
235,V006_77_0_00_11_01_13_0_c04_20201223_0014_S01_1.JPG,408,1814,1082,2508,3024,3024
236,V006_77_0_00_11_01_13_0_c04_20201223_0015_S01_1.JPG,780,2121,436,1780,3024,3024
237,V006_77_0_00_11_01_13_0_c04_20201223_0016_S01_1.JPG,1443,2767,959,2240,3024,3024
238,V006_77_0_00_11_01_13_0_c04_20201223_0017_S01_1.JPG,1135,2119,766,1886,3024,3024
239,V006_77_0_00_11_01_13_0_c04_20201223_0018_S01_1.JPG,877,1886,964,2071,3024,3024
240,V006_77_0_00_11_01_13_0_c04_20201223_0019_S01_1.JPG,900,1976,1047,2170,3024,3024
241,V006_77_0_00_11_01_13_0_c04_20201223_0020_S01_1.JPG,792,1920,905,2027,3024,3024
242,V006_77_0_00_11_01_13_0_c04_20201223_0021_S01_1.JPG,766,1385,1823,2373,3024,3024
243,V006_77_0_00_11_01_13_0_c04_20201223_0022_S01_1.JPG,120,1387,676,1989,3024,3024
244,V006_77_0_00_11_01_13_0_c04_20201223_0023_S01_1.JPG,1431,2765,277,1568,3024,3024
245,V006_77_0_00_11_01_13_0_c04_20201223_0024_S01_1.JPG,218,1453,436,1744,3024,3024
246,V006_77_0_00_11_01_13_0_c04_20201223_0025_S01_1.JPG,1072,1773,1632,2414,3024,3024
247,V006_77_0_00_11_01_13_0_c04_20201223_0026_S01_1.JPG,646,1999,550,1716,3024,3024
248,V006_77_0_00_11_01_13_0_c04_20201223_0027_S01_1.JPG,1331,2475,1060,2381,3024,3024
249,V006_77_0_00_11_01_13_0_c04_20201223_0028_S01_1.JPG,1158,2447,1291,2571,3024,3024
250,V006_77_0_00_11_01_13_0_c04_20201223_0029_S01_1.JPG,1807,2783,745,1956,3024,3024
251,V006_77_0_00_11_01_13_0_c04_20201223_0030_S01_1.JPG,445,1463,871,1930,3024,3024
252,V006_77_0_00_11_01_13_0_c04_20201223_0031_S01_1.JPG,865,2036,1142,2264,3024,3024
253,V006_77_0_00_11_01_13_0_c04_20201223_0032_S01_1.JPG,1435,2447,1214,2127,3024,3024
254,V006_77_0_00_11_01_13_0_c04_20201223_0033_S01_1.JPG,1455,2638,1118,2293,3024,3024
255,V006_77_0_00_11_01_13_0_c04_20201223_0034_S01_1.JPG,1231,2500,910,2097,3024,3024
